42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,387,433,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,387,433,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,381,429,364,364,364,364,387,433,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,381,429,364,364,364,364,387,433,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,51,51,51,51,51,51,51,51,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,323,323,323,323,323,323,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,427,393,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,421,389,364,364,364,364,364,364,364,364,364,364,387,433,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,387,433,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,364,364,364,427,393,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,427,393,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,364,413,42,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,364,364,364,364,364,364,427,393,42,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,364,364,364,427,393,42,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,427,393,42,42,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,427,428,393,42,42,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,364,327,328,329,364,364,364,364,364,364,364,364,427,428,393,42,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,364,327,426,128,424,328,329,364,364,364,364,364,364,364,364,427,393,42,42,42,42,42,
42,42,42,42,42,42,42,42,42,42,391,429,364,364,364,364,364,364,327,426,125,125,125,125,424,329,364,364,364,364,364,364,364,364,427,428,393,42,42,42,
42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,364,327,426,107,108,108,108,109,125,424,328,329,364,364,364,364,364,364,364,364,427,428,393,42,
42,42,42,42,42,42,42,42,42,42,409,364,364,364,364,364,327,426,125,147,125,125,125,129,125,125,125,424,328,329,364,364,364,364,364,364,364,364,427,392,
